Logging started at 28-02-21 at 16:43:15
Timestamp, Longitude, Latitude, Altitude, Roll, Pitch, Yaw, Velocity, Groundspeed, Airspeed, Current, Voltage
16:43:16.554793, 149.1652408, -35.3632641, 0.006, -0.0024568208027631044, -0.0001417017774656415, 2.498943567276001, [0.01, 0.02, 0.0], 0.03266706317663193, 0.0, 0, 0
16:43:16.556317, 149.1652408, -35.3632641, 0.006, -0.0024568208027631044, -0.0001417017774656415, 2.498943567276001, [0.01, 0.02, 0.0], 0.03266706317663193, 0.0, 0, 0
16:43:16.557682, 149.1652408, -35.3632641, 0.006, -0.0024568208027631044, -0.0001417017774656415, 2.498943567276001, [0.01, 0.02, 0.0], 0.03266706317663193, 0.0, 0, 0
16:43:16.558982, 149.1652408, -35.3632641, 0.006, -0.0024568208027631044, -0.0001417017774656415, 2.498943567276001, [0.01, 0.02, 0.0], 0.03266706317663193, 0.0, 0, 0
16:43:16.560430, 149.1652408, -35.3632641, 0.006, -0.0024568208027631044, -0.0001417017774656415, 2.498943567276001, [0.01, 0.02, 0.0], 0.03266706317663193, 0.0, 0, 0
16:43:16.561920, 149.1652408, -35.3632641, 0.006, -0.0024568208027631044, -0.0001417017774656415, 2.498943567276001, [0.01, 0.02, 0.0], 0.03266706317663193, 0.0, 0, 0
16:43:16.563325, 149.1652408, -35.3632641, 0.006, -0.0024568208027631044, -0.0001417017774656415, 2.498943567276001, [0.01, 0.02, 0.0], 0.03266706317663193, 0.0, 0, 0
16:43:16.564872, 149.1652408, -35.3632641, 0.006, -0.0024568208027631044, -0.0001417017774656415, 2.498943567276001, [0.01, 0.02, 0.0], 0.03266706317663193, 0.0, 0, 0
16:43:16.566275, 149.1652408, -35.3632641, 0.006, -0.0024568208027631044, -0.0001417017774656415, 2.498943567276001, [0.01, 0.02, 0.0], 0.03266706317663193, 0.0, 0, 0
16:43:16.568389, 149.1652408, -35.3632641, 0.006, -0.0024568208027631044, -0.0001417017774656415, 2.498943567276001, [0.01, 0.02, 0.0], 0.03266706317663193, 0.0, 0, 0
16:43:16.570955, 149.1652408, -35.3632641, 0.006, -0.0024568208027631044, -0.0001417017774656415, 2.498943567276001, [0.01, 0.02, 0.0], 0.03266706317663193, 0.0, 0, 0
16:43:16.574218, 149.1652408, -35.3632641, 0.006, -0.0024568208027631044, -0.0001417017774656415, 2.498943567276001, [0.01, 0.02, 0.0], 0.03266706317663193, 0.0, 0, 0
16:43:16.577333, 149.1652408, -35.3632641, 0.006, -0.0024568208027631044, -0.0001417017774656415, 2.498943567276001, [0.01, 0.02, 0.0], 0.03266706317663193, 0.0, 0, 0
16:43:16.579565, 149.1652408, -35.3632641, 0.006, -0.0024568208027631044, -0.0001417017774656415, 2.498943567276001, [0.01, 0.02, 0.0], 0.03266706317663193, 0.0, 0, 0
16:43:16.582451, 149.1652408, -35.3632641, 0.006, -0.0024568208027631044, -0.0001417017774656415, 2.498943567276001, [0.01, 0.02, 0.0], 0.03266706317663193, 0.0, 0, 0
16:43:16.584136, 149.1652408, -35.3632641, 0.006, -0.0024568208027631044, -0.0001417017774656415, 2.498943567276001, [0.01, 0.02, 0.0], 0.03266706317663193, 0.0, 0, 0
16:43:16.585308, 149.1652408, -35.3632641, 0.006, -0.0024568208027631044, -0.0001417017774656415, 2.498943567276001, [0.01, 0.02, 0.0], 0.03266706317663193, 0.0, 0, 0
16:43:16.586829, 149.1652408, -35.3632641, 0.006, -0.0024568208027631044, -0.0001417017774656415, 2.498943567276001, [0.01, 0.02, 0.0], 0.03266706317663193, 0.0, 0, 0
16:43:16.588479, 149.1652408, -35.3632641, 0.006, -0.0024568208027631044, -0.0001417017774656415, 2.498943567276001, [0.01, 0.02, 0.0], 0.03266706317663193, 0.0, 0, 0
16:43:16.589832, 149.1652408, -35.3632641, 0.006, -0.0024568208027631044, -0.0001417017774656415, 2.498943567276001, [0.01, 0.02, 0.0], 0.03266706317663193, 0.0, 0, 0
16:43:16.591776, 149.1652408, -35.3632641, 0.006, -0.0024568208027631044, -0.0001417017774656415, 2.498943567276001, [0.01, 0.02, 0.0], 0.03266706317663193, 0.0, 0, 0
16:43:16.593930, 149.1652408, -35.3632641, 0.006, -0.0024568208027631044, -0.0001417017774656415, 2.498943567276001, [0.01, 0.02, 0.0], 0.03266706317663193, 0.0, 0, 0
16:43:16.595695, 149.1652408, -35.3632641, 0.006, -0.0024568208027631044, -0.0001417017774656415, 2.498943567276001, [0.01, 0.02, 0.0], 0.03266706317663193, 0.0, 0, 0
16:43:16.596942, 149.1652408, -35.3632641, 0.006, -0.0024568208027631044, -0.0001417017774656415, 2.498943567276001, [0.01, 0.02, 0.0], 0.03266706317663193, 0.0, 0, 0
16:43:16.598882, 149.1652408, -35.3632641, 0.006, -0.0024568208027631044, -0.0001417017774656415, 2.498943567276001, [0.01, 0.02, 0.0], 0.03266706317663193, 0.0, 0, 0
16:43:16.600535, 149.1652408, -35.3632641, 0.006, -0.0024568208027631044, -0.0001417017774656415, 2.498943567276001, [0.01, 0.02, 0.0], 0.03266706317663193, 0.0, 0, 0
16:43:16.602675, 149.1652408, -35.3632641, 0.006, -0.0024568208027631044, -0.0001417017774656415, 2.498943567276001, [0.01, 0.02, 0.0], 0.03266706317663193, 0.0, 0, 0
16:43:16.604644, 149.1652408, -35.3632641, 0.006, -0.0024568208027631044, -0.0001417017774656415, 2.498943567276001, [0.01, 0.02, 0.0], 0.03266706317663193, 0.0, 0, 0
16:43:16.607653, 149.1652408, -35.3632641, 0.006, -0.0024568208027631044, -0.0001417017774656415, 2.498943567276001, [0.01, 0.02, 0.0], 0.03266706317663193, 0.0, 0, 0
16:43:16.609382, 149.1652408, -35.3632641, 0.006, -0.0024568208027631044, -0.0001417017774656415, 2.498943567276001, [0.01, 0.02, 0.0], 0.03266706317663193, 0.0, 0, 0
16:43:16.611254, 149.1652408, -35.3632641, 0.006, -0.0024568208027631044, -0.0001417017774656415, 2.498943567276001, [0.01, 0.02, 0.0], 0.03266706317663193, 0.0, 0, 0
16:43:16.612419, 149.1652408, -35.3632641, 0.006, -0.0024568208027631044, -0.0001417017774656415, 2.498943567276001, [0.01, 0.02, 0.0], 0.03266706317663193, 0.0, 0, 0
16:43:16.614805, 149.1652408, -35.3632641, 0.006, -0.0024568208027631044, -0.0001417017774656415, 2.498943567276001, [0.01, 0.02, 0.0], 0.03266706317663193, 0.0, 0, 0
16:43:16.616379, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.03266706317663193, 0.0, 0, 0
16:43:16.617658, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.03266706317663193, 0.0, 0, 0
16:43:16.619013, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.620615, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.622230, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.623697, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.625361, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.627436, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.629792, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.631078, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.633335, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.634982, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.636209, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.637524, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.639118, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.640694, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.643586, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.645509, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.646874, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.648444, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.650689, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.652043, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.653628, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.655342, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.660040, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.661268, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.662997, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.664998, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.666943, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.668331, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.671095, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.673002, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.675050, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.676181, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.678007, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.681260, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.682810, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.684826, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.686108, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.687617, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.688973, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.690568, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.693015, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.694625, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.696478, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.698756, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.700407, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.702203, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.703571, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.705226, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.707274, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.708989, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.710499, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.713012, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.715054, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.716452, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.717999, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.719389, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.720628, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.722270, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.723756, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.725858, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.726976, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.728869, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.731629, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.732752, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.734853, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.736527, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.738453, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.740581, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.742284, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.744235, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.746457, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.748050, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.749297, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.750710, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.755314, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.757351, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.758929, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.760500, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.762147, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.763977, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.766077, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.767497, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.769057, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.771055, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.772358, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.774564, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.776980, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.779608, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.781579, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.782749, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.784388, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.785739, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.787116, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.788278, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.789490, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.791218, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.793128, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.795273, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.797200, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.799464, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.800832, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.802465, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.803691, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.805381, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.806731, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.807922, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.809808, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.811951, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.813613, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.814959, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
16:43:16.816502, 149.1652408, -35.3632641, 0.006, -0.002471979707479477, -0.00016312336083501577, 2.4989709854125977, [0.01, 0.02, 0.0], 0.032995786517858505, 0.0, 0, 0
